modelo,n_frases_gold,n_frases_pred,precisao_lexical,recall_lexical,f1_lexical,precisao_exact,recall_exact,f1_exact,n_erros_parsing,n_pred_sem_match,n_gold_sem_cobertura
Grok4.0Fast,262,262,0.4592391304347826,0.3957845433255269,0.42515723270440253,0.35054347826086957,0.30210772833723654,0.3245283018867925,0,0,0
respostas_gpt5.5_mini,262,262,0.22276621787025705,0.4262295081967213,0.29260450160771706,0.16523867809057527,0.3161592505854801,0.21704180064308684,0,3,3
Claude_Sonnet5,262,262,0.19740777666999004,0.4637002341920375,0.27692307692307694,0.16450648055832504,0.3864168618266979,0.23076923076923078,0,0,0
