modelo,batch,precisao_lexical,recall_lexical,f1_lexical,precisao_exact,recall_exact,f1_exact
PTOIE-Flair,1,0.4117647058823529,0.1346153846153846,0.2028985507246377,0.35294117647058826,0.11538461538461539,0.1739130434782609
PTOIE-Flair,2,0.45161290322580644,0.32558139534883723,0.3783783783783784,0.2903225806451613,0.20930232558139536,0.24324324324324326
PTOIE-Flair,3,0.5833333333333334,0.35,0.4375,0.4583333333333333,0.275,0.34374999999999994
PTOIE-Flair,4,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.5,0.2826086956521739,0.3611111111111111
PTOIE-Flair,5,0.46153846153846156,0.2033898305084746,0.28235294117647064,0.4230769230769231,0.1864406779661017,0.25882352941176473
PTOIE-Flair,6,0.6538461538461539,0.4358974358974359,0.523076923076923,0.5769230769230769,0.38461538461538464,0.46153846153846156
PTOIE-Flair,7,0.625,0.38461538461538464,0.4761904761904762,0.5,0.3076923076923077,0.380952380952381
PTOIE-Flair,8,0.5263157894736842,0.25,0.3389830508474576,0.47368421052631576,0.225,0.30508474576271183
PTOIE-Flair,9,0.75,0.45,0.5625000000000001,0.6666666666666666,0.4,0.5
PTOIE-Flair,10,0.7857142857142857,0.3793103448275862,0.5116279069767441,0.6428571428571429,0.3103448275862069,0.4186046511627907
