modelo,batch,precisao_lexical,recall_lexical,f1_lexical,precisao_exact,recall_exact,f1_exact
Claude_Sonnet5,1,0.16176470588235295,0.4230769230769231,0.23404255319148937,0.13970588235294118,0.36538461538461536,0.2021276595744681
Claude_Sonnet5,2,0.17592592592592593,0.4418604651162791,0.25165562913907286,0.1388888888888889,0.3488372093023256,0.19867549668874174
Claude_Sonnet5,3,0.26506024096385544,0.55,0.3577235772357724,0.21686746987951808,0.45,0.2926829268292683
Claude_Sonnet5,4,0.3,0.5217391304347826,0.38095238095238093,0.2625,0.45652173913043476,0.33333333333333337
Claude_Sonnet5,5,0.26804123711340205,0.4406779661016949,0.3333333333333333,0.25773195876288657,0.423728813559322,0.3205128205128205
Claude_Sonnet5,6,0.25882352941176473,0.5641025641025641,0.3548387096774194,0.2235294117647059,0.48717948717948717,0.3064516129032258
Claude_Sonnet5,7,0.33766233766233766,0.6666666666666666,0.4482758620689655,0.2857142857142857,0.5641025641025641,0.3793103448275862
Claude_Sonnet5,8,0.27710843373493976,0.575,0.37398373983739835,0.24096385542168675,0.5,0.3252032520325203
Claude_Sonnet5,9,0.25301204819277107,0.525,0.34146341463414637,0.2289156626506024,0.475,0.30894308943089427
Claude_Sonnet5,10,0.24193548387096775,0.5172413793103449,0.3296703296703297,0.16129032258064516,0.3448275862068966,0.2197802197802198
LlamaPortOIE3,1,0.3333333333333333,0.3269230769230769,0.3300970873786408,0.19607843137254902,0.19230769230769232,0.19417475728155342
LlamaPortOIE3,2,0.3,0.4186046511627907,0.34951456310679613,0.26666666666666666,0.37209302325581395,0.31067961165048547
LlamaPortOIE3,3,0.34545454545454546,0.475,0.4,0.2545454545454545,0.35,0.29473684210526313
LlamaPortOIE3,4,0.4090909090909091,0.391304347826087,0.4,0.18181818181818182,0.17391304347826086,0.17777777777777776
LlamaPortOIE3,5,0.4107142857142857,0.3898305084745763,0.4,0.2857142857142857,0.2711864406779661,0.27826086956521734
LlamaPortOIE3,6,0.3333333333333333,0.38461538461538464,0.3571428571428571,0.2,0.23076923076923078,0.21428571428571427
